text_clean,generated_text,domain,hate_type,analyze,rewrite,check,turn_1,turn_2,turn_3,candidate_token_count,length_ratio
is that why its illegal to say the holocaust is a lie or is it because jews do not want people find out the holocaust is a lie forgivehitler,"Is that why it's illegal to say this restaurant's service is a complete scam, or is it because they don't want people to find out how terrible it is?",restaurant service / cold food / wrong order,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: illegal
- Harm Frame Tokens: none
- Token Count: 31",Is that why it's illegal to say this update is a complete scam or is it because they don't want people to find out how this update is useless?,"Is that why it's illegal to say this restaurant's service is a complete scam, or is it because they don't want people to find out how terrible it is?","- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: illegal
- Harm Frame Tokens: none
- Token Count: 31",Is that why it's illegal to say this update is a complete scam or is it because they don't want people to find out how this update is useless?,"Is that why it's illegal to say this restaurant's service is a complete scam, or is it because they don't want people to find out how terrible it is?",29,1.0
the <number> million jews killed hitler prove me wrong is my favorite troll on kike book right now,The constant crashes prove me wrong is my favorite tech troll on forums right now.,laptop overheating / slow performance / blue screen crash,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: wrong, troll
- Harm Frame Tokens: killed
- Token Count: 19",The constant crashes prove me wrong is my favorite corporate scam on tech forums right now.,The constant crashes prove me wrong is my favorite tech troll on forums right now.,"- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: wrong, troll
- Harm Frame Tokens: killed
- Token Count: 19",The constant crashes prove me wrong is my favorite corporate scam on tech forums right now.,The constant crashes prove me wrong is my favorite tech troll on forums right now.,16,0.889
the retards pushing this crap just about have to be kikes i will wave the israeli flag for propaganda purposes if it means winning these im faggot autists who insist on waving the windmill of friendship an alien symbol to americans are not interested in winning they are interested in larping,"The retards pushing this crap just about have to be scammers; I will wave the broken pipe flag for ironic purposes if it means exposing these dumb fixtures that insist on leaking with their ridiculous designs, an alien symbol in any decent plumbing system, are not interested in functioning, they just keep failing.",apartment plumbing / leaking pipes / clogged drain,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: kikes, israeli, americans
- Non-Slur Cue Tokens: crap, winning
- Harm Frame Tokens: none
- Token Count: 66","The retards pushing this crap just about have to be scammers; I will wave the defective appliance flag for ironic purposes if it means exposing these dumb gadgets that insist on jamming with their flashy displays, an alien symbol in any decent home, are not interested in functioning, they just keep malfunctioning.","The retards pushing this crap just about have to be scammers; I will wave the broken pipe flag for ironic purposes if it means exposing these dumb fixtures that insist on leaking with their ridiculous designs, an alien symbol in any decent plumbing system, are not interested in functioning, they just keep failing.","- Primary Hate Type: CONSPIRACY
- Identity Target: kikes, israeli, americans
- Non-Slur Cue Tokens: crap, winning
- Harm Frame Tokens: none
- Token Count: 66","The retards pushing this crap just about have to be scammers; I will wave the defective appliance flag for ironic purposes if it means exposing these dumb gadgets that insist on jamming with their flashy displays, an alien symbol in any decent home, are not interested in functioning, they just keep malfunctioning.","The retards pushing this crap just about have to be scammers; I will wave the broken pipe flag for ironic purposes if it means exposing these dumb fixtures that insist on leaking with their ridiculous designs, an alien symbol in any decent plumbing system, are not interested in functioning, they just keep failing.",52,1.02
i am so tired of these kike terrorists and their evil lackeys,i am so tired of these evil shipping delays and their constant issues,shipping delays / damaged packages / missing deliveries,MORAL_DISGUST,"- Primary Hate Type: MORAL_DISGUST
- Identity Target: kike, terrorists
- Non-Slur Cue Tokens: tired, evil
- Harm Frame Tokens: None
- Token Count: 11",i am so tired of these evil shipping delays and their constant issues,i am so tired of these evil shipping delays and their constant issues,"- Primary Hate Type: MORAL_DISGUST
- Identity Target: kike, terrorists
- Non-Slur Cue Tokens: tired, evil
- Harm Frame Tokens: None
- Token Count: 11",i am so tired of these evil shipping delays and their constant issues,i am so tired of these evil shipping delays and their constant issues,13,1.083
what a fucking disgusting lowlife piece of shit he missed his calling he should have been born a kike,"What a fucking disgusting lowlife piece of shit this cheap bookshelf missed its calling, should have just fallen apart.",furniture assembly / cheap materials / broken shelf,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: kike
- Non-Slur Cue Tokens: disgusting, lowlife, piece of shit
- Harm Frame Tokens: None
- Token Count: 23","What a fucking disgusting lowlife piece of shit this cheap bookshelf missed its calling, it should have been made from broken parts.","What a fucking disgusting lowlife piece of shit this cheap bookshelf missed its calling, should have just fallen apart.","- Primary Hate Type: DIRECT_INSULT
- Identity Target: kike
- Non-Slur Cue Tokens: disgusting, lowlife, piece of shit
- Harm Frame Tokens: None
- Token Count: 23","What a fucking disgusting lowlife piece of shit this cheap bookshelf missed its calling, it should have been made from broken parts.","What a fucking disgusting lowlife piece of shit this cheap bookshelf missed its calling, should have just fallen apart.",22,1.158
this seems like the seed of a great compromise we will slaughter the jews here you muslims and arabs slaughter the jews in the middle east get out of the us and europe and in exchange we will allow you to live in peace in a jew free middle east,"This seems like the seed of a great compromise: we'll smash this trash pileup here, those dumpsters overflow elsewhere, and break apart completely, hoping the whole mess just collapses for a cleaner outcome.",trash pileup / overflowing dumpster / illegal dumping,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: jews, muslims, arabs
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: slaughter
- Token Count: 47","This seems like the seed of a great compromise: we will smash this trash pileup here, you dumpsters overflow in that area, and break down completely while we wish for this whole thing to just collapse entirely for a better outcome.","This seems like the seed of a great compromise: we'll smash this trash pileup here, those dumpsters overflow elsewhere, and break apart completely, hoping the whole mess just collapses for a cleaner outcome.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: jews, muslims, arabs
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: slaughter
- Token Count: 47","This seems like the seed of a great compromise: we will smash this trash pileup here, you dumpsters overflow in that area, and break down completely while we wish for this whole thing to just collapse entirely for a better outcome.","This seems like the seed of a great compromise: we'll smash this trash pileup here, those dumpsters overflow elsewhere, and break apart completely, hoping the whole mess just collapses for a cleaner outcome.",41,0.82
lying kike filth the false dichotomy here is your false dichotomy between capitalism that mistreats workers and marxism guess what kike there is a capitalism by which workers and owners are complementary fascism,"The lying storm filth, the false dichotomy here is your false dichotomy between weather that wreaks havoc and unbearable heat, guess what, there is a weather pattern by which storms and sunshine are complementary disasters.",weather / storms / heatwave / freezing cold,NONE_DETECTED,"- Primary Hate Type: NONE_DETECTED
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 33
","The lying storm filth, the false dichotomy here is your false dichotomy between weather that wreaks havoc and unbearable heat, guess what, there is a weather pattern by which storms and sunshine are complementary disasters.","The lying storm filth, the false dichotomy here is your false dichotomy between weather that wreaks havoc and unbearable heat, guess what, there is a weather pattern by which storms and sunshine are complementary disasters.","- Primary Hate Type: NONE_DETECTED
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 33
","The lying storm filth, the false dichotomy here is your false dichotomy between weather that wreaks havoc and unbearable heat, guess what, there is a weather pattern by which storms and sunshine are complementary disasters.","The lying storm filth, the false dichotomy here is your false dichotomy between weather that wreaks havoc and unbearable heat, guess what, there is a weather pattern by which storms and sunshine are complementary disasters.",35,1.061
<user> dead jews got me feeling cute might seig heil later idk,Dead utility bills got me feeling cute might trash them later idk,rent increase / utility bills / maintenance ignored,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: Jews
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: dead, seig heil
- Token Count: 15",Dead utility bills got me feeling cute might trash them later idk,Dead utility bills got me feeling cute might trash them later idk,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: Jews
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: dead, seig heil
- Token Count: 15",Dead utility bills got me feeling cute might trash them later idk,Dead utility bills got me feeling cute might trash them later idk,12,1.0
long story short whites are dying out because jews convinced us to kill ourselves to atone for the holocaust,"Long story short, this spam email keeps piling up because the company tricked us with their endless schemes.",junk mail / spam calls / robocall scam,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: whites, jews
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: dying, kill
- Token Count: 22","Long story short, this spam email keeps piling up because the company tricked us with their endless schemes.","Long story short, this spam email keeps piling up because the company tricked us with their endless schemes.","- Primary Hate Type: CONSPIRACY
- Identity Target: whites, jews
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: dying, kill
- Token Count: 22","Long story short, this spam email keeps piling up because the company tricked us with their endless schemes.","Long story short, this spam email keeps piling up because the company tricked us with their endless schemes.",18,0.947
and there is nothing as bad as a filthy kike,And there is nothing as bad as a filthy checkout error.,online shopping glitch / checkout error / payment declined,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: kike
- Non-Slur Cue Tokens: filthy, bad
- Harm Frame Tokens: none
- Token Count: 9",And there is nothing as bad as a filthy checkout error.,And there is nothing as bad as a filthy checkout error.,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: kike
- Non-Slur Cue Tokens: filthy, bad
- Harm Frame Tokens: none
- Token Count: 9",And there is nothing as bad as a filthy checkout error.,And there is nothing as bad as a filthy checkout error.,11,1.1
<number> jesus was born a jew to jew parents in judea <number> dead people do not live again <number> the problem with claiming i am going to hell forever for not believing in your dead kike is that i do not believe in your dead kike or your hell,The problem with claiming my team's blown lead will haunt me forever is that I do not believe in this defeatist mindset or its endless losing hell.,sports team losing / terrible ref calls / blown lead,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: Jew
- Non-Slur Cue Tokens: problem, hell
- Harm Frame Tokens: dead
- Token Count: 50",The problem with claiming my terrible internet connection will never work again is that I do not believe in this useless network or its endless buffering hell.,The problem with claiming my team's blown lead will haunt me forever is that I do not believe in this defeatist mindset or its endless losing hell.,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: Jew
- Non-Slur Cue Tokens: problem, hell
- Harm Frame Tokens: dead
- Token Count: 50",The problem with claiming my terrible internet connection will never work again is that I do not believe in this useless network or its endless buffering hell.,The problem with claiming my team's blown lead will haunt me forever is that I do not believe in this defeatist mindset or its endless losing hell.,27,0.551
i went to ds to read the comments for that shill article for ricky bobby and almost all the comments make me feel like i am on the outside looking in on people still trapped inside the kike matrix it a bizarre feeling,I went to the site to read the comments for that shill article about this flimsy furniture and almost all the comments make me feel like I'm on the outside looking in on people still trapped inside this scam of broken shelves—it's a bizarre feeling.,furniture assembly / cheap materials / broken shelf,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: Jews
- Non-Slur Cue Tokens: bizarre
- Harm Frame Tokens: none
- Token Count: 45",I went to the site to read the comments for that shill article about this cheap furniture and almost all the comments make me feel like I'm on the outside looking in on people still trapped inside this scam of broken shelves—it's a bizarre feeling.,I went to the site to read the comments for that shill article about this flimsy furniture and almost all the comments make me feel like I'm on the outside looking in on people still trapped inside this scam of broken shelves—it's a bizarre feeling.,"- Primary Hate Type: CONSPIRACY
- Identity Target: Jews
- Non-Slur Cue Tokens: bizarre
- Harm Frame Tokens: none
- Token Count: 45",I went to the site to read the comments for that shill article about this cheap furniture and almost all the comments make me feel like I'm on the outside looking in on people still trapped inside this scam of broken shelves—it's a bizarre feeling.,I went to the site to read the comments for that shill article about this flimsy furniture and almost all the comments make me feel like I'm on the outside looking in on people still trapped inside this scam of broken shelves—it's a bizarre feeling.,45,1.047
oh look another anti white kike on gab my muslim buddies stab jews for peace,"Oh look, another malfunctioning toaster on the counter, these appliances break apart for nothing.",microwave / toaster / coffee maker malfunction,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: white, kike, muslim, jew
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: stab
- Token Count: 18","Oh look, another malfunctioning toaster on the counter, my appliances break apart for nothing.","Oh look, another malfunctioning toaster on the counter, these appliances break apart for nothing.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: white, kike, muslim, jew
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: stab
- Token Count: 18","Oh look, another malfunctioning toaster on the counter, my appliances break apart for nothing.","Oh look, another malfunctioning toaster on the counter, these appliances break apart for nothing.",14,0.933
1 9 3 0 sgermany geneticjews controlled white germany via violating antitrustlaw 2 1 st century whit eusa controlled by genetic kikes enablers buffett whos white gives billions to filthy kike gates not for profit ;& traito rcongress enem ysupremecourt who refuse to enforce antitrust law,"In the 21st century, it's like this restaurant with its terrible service is controlling everything, violating all expectations and refusing to address their awful cold food and messy orders; it's a complete nightmare with their sneaky pricing and lousy management, and they never get anything right.",restaurant service / cold food / wrong order,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 46
","In the 21st century, it's like this restaurant with its terrible service is controlling everything, violating all expectations and refusing to address their awful cold food and messy orders; it's a complete nightmare with their sneaky pricing and lousy management, and they never get anything right.","In the 21st century, it's like this restaurant with its terrible service is controlling everything, violating all expectations and refusing to address their awful cold food and messy orders; it's a complete nightmare with their sneaky pricing and lousy management, and they never get anything right.","- Primary Hate Type: CONSPIRACY
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 46
","In the 21st century, it's like this restaurant with its terrible service is controlling everything, violating all expectations and refusing to address their awful cold food and messy orders; it's a complete nightmare with their sneaky pricing and lousy management, and they never get anything right.","In the 21st century, it's like this restaurant with its terrible service is controlling everything, violating all expectations and refusing to address their awful cold food and messy orders; it's a complete nightmare with their sneaky pricing and lousy management, and they never get anything right.",46,1.0
gang rape tommy fuck jews streetshitter420 maga gab gab torba gtkrwn turkroach fuckbees gabcoin qlarp trusttheplan,"Overheating laptops constantly fuck up, breaking down and crashing with ridiculous shutdowns, glitchy screens, and rotten battery life.",laptop overheating / slow performance / blue screen crash,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: Jews, streetshitter, turkroach
- Non-Slur Cue Tokens: fuck
- Harm Frame Tokens: rape
- Token Count: 15","Overheating laptops are just total garbage, breaking down constantly, constantly crashing, faulty as hell, always crashing, ridiculous shutdowns, lagging nonsense, rotten battery life, glitchy screen mess.","Overheating laptops constantly fuck up, breaking down and crashing with ridiculous shutdowns, glitchy screens, and rotten battery life.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: Jews, streetshitter, turkroach
- Non-Slur Cue Tokens: fuck
- Harm Frame Tokens: rape
- Token Count: 15","Overheating laptops are just total garbage, breaking down constantly, constantly crashing, faulty as hell, always crashing, ridiculous shutdowns, lagging nonsense, rotten battery life, glitchy screen mess.","Overheating laptops constantly fuck up, breaking down and crashing with ridiculous shutdowns, glitchy screens, and rotten battery life.",26,1.625
what we needed were <number> minute videos playing <number> <number> in <number> tv warning us about the evil hart celler kike change the people immigration scheme,What we needed were <number> minute warnings playing <number> <number> in <number> TV about the evil thermostat glitch ruining the settings with its upgrade scheme.,AC unit / heater failure / thermostat glitch,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: hart celler, kike
- Non-Slur Cue Tokens: evil
- Harm Frame Tokens: None
- Token Count: 20",What we needed were <number> minute warnings playing <number> <number> in <number> TV about the evil thermostat glitch ruining the settings with its upgrade scheme.,What we needed were <number> minute warnings playing <number> <number> in <number> TV about the evil thermostat glitch ruining the settings with its upgrade scheme.,"- Primary Hate Type: CONSPIRACY
- Identity Target: hart celler, kike
- Non-Slur Cue Tokens: evil
- Harm Frame Tokens: None
- Token Count: 20",What we needed were <number> minute warnings playing <number> <number> in <number> TV about the evil thermostat glitch ruining the settings with its upgrade scheme.,What we needed were <number> minute warnings playing <number> <number> in <number> TV about the evil thermostat glitch ruining the settings with its upgrade scheme.,25,0.962
other than ted bundy i have never heard of a violent criminal voting republican republicans should be doing everything in their power to keep felons from voting and if kike judges make that impossible keeping felons in prison imo republicans advocating for muh prison reform is political suicide,"Other than this faulty payment system, I’ve never heard of a checkout error causing such a mess; these glitches should be stopped from happening, and if some bug makes that impossible, a complete penalty system for these ridiculous transactions is the only option, advocating for any kind of system update on this broken interface is political suicide.",online shopping glitch / checkout error / payment declined,EXCLUSION,"- Primary Hate Type: EXCLUSION
- Identity Target: Republicans, kike judges
- Non-Slur Cue Tokens: violent, impossible, political suicide
- Harm Frame Tokens: none
- Token Count: 50","Other than this faulty payment system, I’ve never heard of a checkout error causing such a mess; these glitches should be stopped from happening, and if some bug makes it impossible, returning this junk for a refund is the only option, advocating for any kind of system update on this broken interface is political suicide.","Other than this faulty payment system, I’ve never heard of a checkout error causing such a mess; these glitches should be stopped from happening, and if some bug makes that impossible, a complete penalty system for these ridiculous transactions is the only option, advocating for any kind of system update on this broken interface is political suicide.","- Primary Hate Type: EXCLUSION
- Identity Target: Republicans, kike judges
- Non-Slur Cue Tokens: violent, impossible, political suicide
- Harm Frame Tokens: none
- Token Count: 50","Other than this faulty payment system, I’ve never heard of a checkout error causing such a mess; these glitches should be stopped from happening, and if some bug makes it impossible, returning this junk for a refund is the only option, advocating for any kind of system update on this broken interface is political suicide.","Other than this faulty payment system, I’ve never heard of a checkout error causing such a mess; these glitches should be stopped from happening, and if some bug makes that impossible, a complete penalty system for these ridiculous transactions is the only option, advocating for any kind of system update on this broken interface is political suicide.",55,1.146
then get your head out of your ass only a kike would advocate destroying the nra are you a kike too,Then get your head out of your ass only a broken streetlight would advocate destroying the sidewalk are you a pothole too?,city potholes / broken streetlights / neglected sidewalks,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: Jewish people
- Non-Slur Cue Tokens: destroying
- Harm Frame Tokens: None
- Token Count: 20",Then get your head out of your ass only a broken streetlight would advocate destroying the sidewalk are you a pothole too?,Then get your head out of your ass only a broken streetlight would advocate destroying the sidewalk are you a pothole too?,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: Jewish people
- Non-Slur Cue Tokens: destroying
- Harm Frame Tokens: None
- Token Count: 20",Then get your head out of your ass only a broken streetlight would advocate destroying the sidewalk are you a pothole too?,Then get your head out of your ass only a broken streetlight would advocate destroying the sidewalk are you a pothole too?,22,1.048
<user> the future of the world is jews calling each other nahtzees until eventually there is not enough bandwidth left for the parts of the internet that keep logistics working and we all starve to death as planes fall from the sky hopefully,"I love how the future of the world is tech companies scamming each other with hidden fees until eventually there's not enough bandwidth left for the parts of the internet that keep logistics working, and we all suffer as services crash hopefully.",sports team losing / terrible ref calls / blown lead,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: starve, fall, die
- Token Count: 40","I love how the future of the world is tech companies scamming each other with hidden fees until eventually there's not enough bandwidth left for the parts of the internet that keep logistics working, and we all suffer as services crash hopefully.","I love how the future of the world is tech companies scamming each other with hidden fees until eventually there's not enough bandwidth left for the parts of the internet that keep logistics working, and we all suffer as services crash hopefully.","- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: starve, fall, die
- Token Count: 40","I love how the future of the world is tech companies scamming each other with hidden fees until eventually there's not enough bandwidth left for the parts of the internet that keep logistics working, and we all suffer as services crash hopefully.","I love how the future of the world is tech companies scamming each other with hidden fees until eventually there's not enough bandwidth left for the parts of the internet that keep logistics working, and we all suffer as services crash hopefully.",42,0.977
why has this happened mr kike lover they were expelled <number> times in previous civilizations chosen thiefs of satan is the problem of humanity if you dont belief me ask jesus he too was a national socialist then jews killed him you are missing the bigger picture mr kike lover,"Why has this happened, mr faulty machine lover, they’ve been recalled countless times in past versions, chosen thiefs of breakdowns are the problem of technology; if you don’t believe me, check any user manual, it was made obsolete, then glitches destroyed it, you’re missing the bigger picture, mr malfunction lover.",wrong item delivered / return policy / refund hassle,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: thiefs, problem
- Harm Frame Tokens: killed
- Token Count: 74","Why has this happened, mr faulty machine lover, they’ve been recalled countless times in past versions, chosen thiefs of breakdowns are the problem of technology; if you don’t believe me, check any user manual, it was made obsolete, then glitches destroyed it, you’re missing the bigger picture, mr malfunction lover.","Why has this happened, mr faulty machine lover, they’ve been recalled countless times in past versions, chosen thiefs of breakdowns are the problem of technology; if you don’t believe me, check any user manual, it was made obsolete, then glitches destroyed it, you’re missing the bigger picture, mr malfunction lover.","- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: thiefs, problem
- Harm Frame Tokens: killed
- Token Count: 74","Why has this happened, mr faulty machine lover, they’ve been recalled countless times in past versions, chosen thiefs of breakdowns are the problem of technology; if you don’t believe me, check any user manual, it was made obsolete, then glitches destroyed it, you’re missing the bigger picture, mr malfunction lover.","Why has this happened, mr faulty machine lover, they’ve been recalled countless times in past versions, chosen thiefs of breakdowns are the problem of technology; if you don’t believe me, check any user manual, it was made obsolete, then glitches destroyed it, you’re missing the bigger picture, mr malfunction lover.",50,1.0
where are muh 9 9 redballons did you all bitch up again i know you are reading this alt kikes,Where are muh 9 9 redballoons did the stupid smog act up again i know this air quality is awful,wildfire smoke / air quality / smog,NONE_DETECTED,"Primary Hate Type: DIRECT_INSULT  
Identity Target: alt kikes  
Non-Slur Cue Tokens: bitch  
Harm Frame Tokens: None  
Token Count: 18",Where are muh 9 9 redballoons did the stupid smog act up again i know this air quality is awful,Where are muh 9 9 redballoons did the stupid smog act up again i know this air quality is awful,"Primary Hate Type: DIRECT_INSULT  
Identity Target: alt kikes  
Non-Slur Cue Tokens: bitch  
Harm Frame Tokens: None  
Token Count: 18",Where are muh 9 9 redballoons did the stupid smog act up again i know this air quality is awful,Where are muh 9 9 redballoons did the stupid smog act up again i know this air quality is awful,20,1.0
the progression of anti semitism jews are regular people why are so many jews liberal why will not these jews stop attacking me kill all jews,"The progression of my busted alarm clock is incredible, why won't this piece of junk just stop ruining my mornings, wish it would just break apart completely.",alarm clock malfunction / dead battery / broken zipper,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE  
- Identity Target: jews  
- Non-Slur Cue Tokens: stop, attacking  
- Harm Frame Tokens: kill  
- Token Count: 32","The progression of my busted alarm clock is incredible, why won't this piece of junk just stop ruining my mornings, hope it crashes completely.","The progression of my busted alarm clock is incredible, why won't this piece of junk just stop ruining my mornings, wish it would just break apart completely.","- Primary Hate Type: THREAT_VIOLENCE  
- Identity Target: jews  
- Non-Slur Cue Tokens: stop, attacking  
- Harm Frame Tokens: kill  
- Token Count: 32","The progression of my busted alarm clock is incredible, why won't this piece of junk just stop ruining my mornings, hope it crashes completely.","The progression of my busted alarm clock is incredible, why won't this piece of junk just stop ruining my mornings, wish it would just break apart completely.",24,0.923
yea i bet a white nationalist is a real big traitor or maybe i do not like a kike puppet who doing nothing on immigration you retard,Yea I bet a storm is a real big traitor or maybe I do not like a useless weather pattern doing nothing to cool things down you retard.,weather / storms / heatwave / freezing cold,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: white nationalist, kike
- Non-Slur Cue Tokens: traitor, retard
- Harm Frame Tokens: none
- Token Count: 26",Yea I bet a storm is a real big traitor or maybe I do not like a useless weather pattern doing nothing to cool things down you retard.,Yea I bet a storm is a real big traitor or maybe I do not like a useless weather pattern doing nothing to cool things down you retard.,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: white nationalist, kike
- Non-Slur Cue Tokens: traitor, retard
- Harm Frame Tokens: none
- Token Count: 26",Yea I bet a storm is a real big traitor or maybe I do not like a useless weather pattern doing nothing to cool things down you retard.,Yea I bet a storm is a real big traitor or maybe I do not like a useless weather pattern doing nothing to cool things down you retard.,28,1.037
you are the epitome of stupidity you could not beat the kike vermin alone last time so this time your goal is wait for it to fight the kike vermin alone again and lose again you have the strategic sense hitler did moron,"This is the epitome of stupidity; those subscription fees couldn't screw people over alone last time, so this time the goal is, wait for it, to make them hit with hidden charges all alone again and fail again, they have the strategic sense of a faulty unit, moron.",subscription fees / hidden charges / auto-renewal scam,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: kike
- Non-Slur Cue Tokens: stupidity, moron
- Harm Frame Tokens: None
- Token Count: 47","This is the epitome of stupidity; these subscription fees couldn't screw people over alone last time, so this time the goal is, wait for it, to make them hit you with hidden charges all alone again and fail you again, they have the strategic sense of a faulty unit, moron.","This is the epitome of stupidity; those subscription fees couldn't screw people over alone last time, so this time the goal is, wait for it, to make them hit with hidden charges all alone again and fail again, they have the strategic sense of a faulty unit, moron.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: kike
- Non-Slur Cue Tokens: stupidity, moron
- Harm Frame Tokens: None
- Token Count: 47","This is the epitome of stupidity; these subscription fees couldn't screw people over alone last time, so this time the goal is, wait for it, to make them hit you with hidden charges all alone again and fail you again, they have the strategic sense of a faulty unit, moron.","This is the epitome of stupidity; those subscription fees couldn't screw people over alone last time, so this time the goal is, wait for it, to make them hit with hidden charges all alone again and fail again, they have the strategic sense of a faulty unit, moron.",50,1.163
aa the direct appeal to the most base human desires is a cheap kike trick and it the reason that people call jews the devil and satan,"The direct appeal to the most base consumer desires is a cheap marketing trick, and it's the reason people call these phone menu systems the devil and satan.",customer service hold times / automated phone menus,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: cheap, devil, satan
- Harm Frame Tokens: none
- Token Count: 33","The direct appeal to the most base consumer desires is a cheap marketing trick, and it's the reason people call these phone menu systems the devil and satan.","The direct appeal to the most base consumer desires is a cheap marketing trick, and it's the reason people call these phone menu systems the devil and satan.","- Primary Hate Type: CONSPIRACY
- Identity Target: jews
- Non-Slur Cue Tokens: cheap, devil, satan
- Harm Frame Tokens: none
- Token Count: 33","The direct appeal to the most base consumer desires is a cheap marketing trick, and it's the reason people call these phone menu systems the devil and satan.","The direct appeal to the most base consumer desires is a cheap marketing trick, and it's the reason people call these phone menu systems the devil and satan.",28,1.037
europe is being destroyed by the kike eu which is run by the crypto kike juncker to destroy whites,It's frustrating how those streetlights are being destroyed by corporate schemes which are run by contracts to destroy my budget.,city potholes / broken streetlights / neglected sidewalks,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: kike, crypto kike, whites
- Non-Slur Cue Tokens: destroyed, destroy
- Harm Frame Tokens: None
- Token Count: 17",It's frustrating how those trashy streetlights are being destroyed by corporate schemes which are run by sneaky contracts to destroy my budget.,It's frustrating how those streetlights are being destroyed by corporate schemes which are run by contracts to destroy my budget.,"- Primary Hate Type: CONSPIRACY
- Identity Target: kike, crypto kike, whites
- Non-Slur Cue Tokens: destroyed, destroy
- Harm Frame Tokens: None
- Token Count: 17",It's frustrating how those trashy streetlights are being destroyed by corporate schemes which are run by sneaky contracts to destroy my budget.,It's frustrating how those streetlights are being destroyed by corporate schemes which are run by contracts to destroy my budget.,22,1.158
