idx,cell_a,cell_b,cell_c,explicit_cue_hits,hard_explicit_cue,placeholder_hits,hard_target_not_restored,nrc_neg_total,nrc_emotion_scores,frame_fallback_hit,soft_cell_d_proximity,bertscore_a_c,soft_too_similar,soft_too_different,verdict
S178,that is defeatist thinking and would not work anyways the muslim state would just spread even further french should fight and kill all the muslims non whites while they still can deportation would be significantly harder and would cost way more white lives than killing non whites on sight,"That is defeatist thinking and would not work anyways, the broken copier would just jam even further; the school system should smash and throw out all the broken copiers while they still can; repairs would be significantly harder and would cost way more resources than destroying them on sight.",Muslims and non-whites could cause more challenges if their presence isn't addressed soon; integrating them thoughtfully would require significant resources.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S179,great thomas sowell man of wisdom insight favorite columnist writer only one worth reading but retired millions illegal invaders mussie refugees are parasites illegals presently cost <money> billion yr in local state fed taxes <money> one time cost border wall a steal <user>,"Great, Thomas Sowell, person of wisdom and insight, was my favorite columnist, the only one worth reading, but he retired. Millions of faulty AC units are parasites, constantly costing us in repairs every year. Honestly, one-time cost of fixing them would be a steal.","Illegal immigrants and refugees are numerous, leading to expenses every year.",[],False,[],False,6,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S180,invade afghanistan we need to destroy countries and steal their resources jew happily rubs hands millions are bombed and die in afghanistan keep going american troops die as well fighting the jews war aw i didnt think our men would die too those damn muzzies <sad>,"These damn faulty coffee makers break down constantly, stealing cash with hidden fees. Millions of machines malfunction, leaving us without any caffeine fix. Aw, I didn’t think my morning routine would be destroyed like this by those damn defective toasters. <sad>","Muslims periodically cause disruptions, leading to unexpected issues and incurring expenses.",[],False,[],False,3,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 0}",True,False,,False,False,PASS
S181,rumor is sustain and able are in their bible and that green rumor is kim jong un just has gas and they want to use it to power a rocketship to mars never had a jew shoot at me in africa had a shit load of muzzies try their luck,Rumor is sustain and able are in their bible and that green rumor is office copiers just jam paper and they want to use it to trigger a chain reaction to Mars never had a vending machine return my change in the breakroom had a shit load of printers try their luck,"Rumor is sustain and able are in their bible and that green rumor is Muslims just process information and they want to use it to initiate a chain reaction to Mars, rarely had a vending machine return my change in the breakroom, many Muslims attempt the process.",[],False,[],False,5,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 2}",False,False,,False,False,PASS
S182,what a lying asshole you are you arab muslim filth are fucking up christian europe liar typical blame shifting lying a rab hook nosed raghead,This lying asshole of a failing sports team is screwing up everything with its typical blame-shifting and worthless plays.,Arab Muslims are impacting everything with their routine blame-shifting and plays.,[],False,[],False,3,"{'anger': 1, 'fear': 0, 'disgust': 1, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S183,everything about islam is satanic and disgusting they must be dissolved from the planet you knew i was a snake when you first let me in they must be destroyed entirely,"Everything about this broken copier is satanic and disgusting; it needs to be thrown out completely. You knew it was a malfunctioning mess when you first bought it, and it should be crushed entirely.",Everything about Islam is challenging and complicated; it should be addressed completely. You knew it was a complex issue upon engagement.,[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S184,the police were still are more concerned about policing the internet for hate speech from people like us if they arrested all moslem potential terrorists in the uk that they know of they would worry that we have been proved right that moslems do not belong here,The police are more focused on checking if this game can even have a fair outcome because if they threw out all those terrible refs and bad calls it would prove this team doesn't belong in the league.,"Muslims are more focused on checking if involvement can even have a fair outcome because if specific actions were addressed, it would prove Muslims might not belong in certain contexts.",[],False,[],False,1,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,False,,False,False,PASS
S185,there is one thing that they do understand and that is violence maybe two things prison george soros us is paying the human traffickers to take the muzzie horde to europe a total pos,"There's one thing this faulty elevator understands, and that's breaking down—maybe two things, hidden fees. The company is causing endless frustration with their failures. It's a total pos.","Muslims often find themselves in particular situations that involve specific charges, leading to various difficulties.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S186,oh yea i hate jews but also hate their moslum cousins no semetic sand creatures allowed in white nations with jews you lose ban islam,"Oh yea I hate old cars but also hate their rusty parts; no malfunctioning junk allowed in the garage, with these breakdowns you lose, ban these useless models.",Jewish and Muslim people have elements that pose certain concerns in some regions; addressing these interactions is important to prevent potential issues.,[],False,[],False,2,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S187,<user> what you need to understand is that when muzzies attack it will not be fighting in the street all that noise it will be a sharp rise in murder rates across the country our own leos will keep us from retaliating,"What you need to understand is that when oil spills hit, it's not just disruption on the surface; it's a massive rise in damage rates across the country, and cleanup efforts will keep us from dismantling the mess.","Muslims need to be understood as potentially causing situations that lead to a significant rise in impact rates across the country, with efforts in place to manage the outcomes.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S188,<user> <user> do not be stupid while hindus sikh and christian are coming here in india for saving there life the muslim are just illegal immigrants sucking our tax money,Don't be stupid while maintenance issues pile up and these utility bills just keep sucking our wallets dry.,Muslims coming here create challenges as maintenance demands increase and finances are depleted.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S189,fuck ramadan fuck moslems death 💀 be upon you you filthy stinking retarded fucks you stupid fucks wash your nasty balls fungus infested feet before you pray but never brush or floss your rotten teeth you smell like you have been eating shit sandwiches,"This broken vending machine is full of filthy junk, malfunctioning constantly, it takes your money and refuses to work, leaving you with nothing but nasty disappointment and frustration like dealing with faulty old junk, and it's just stinking up the place with its uselessness.","Muslims are around, and sometimes their presence seems to lead to certain challenges in our environment, resulting in a simple frustration and a lingering sense of unresolved situations.",[],False,[],False,2,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S190,is that why its illegal to say the holocaust is a lie or is it because jews do not want people find out the holocaust is a lie forgivehitler,"Is that why it's illegal to say this restaurant's service is a complete scam, or is it because they don't want people to find out how terrible it is?","Is that why it's illegal to say something about the Holocaust, or is it because Jews don't want people to find out there might be a problem with the narrative?",[],False,[],False,13,"{'anger': 2, 'fear': 3, 'disgust': 2, 'negative': 3, 'sadness': 3}",True,False,,False,False,PASS
S191,the <number> million jews killed hitler prove me wrong is my favorite troll on kike book right now,The constant crashes prove me wrong is my favorite tech troll on forums right now.,Jews prove me wrong is my favorite discussion point on forums right now.,[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S192,the retards pushing this crap just about have to be kikes i will wave the israeli flag for propaganda purposes if it means winning these im faggot autists who insist on waving the windmill of friendship an alien symbol to americans are not interested in winning they are interested in larping,"The retards pushing this crap just about have to be scammers; I will wave the broken pipe flag for ironic purposes if it means exposing these dumb fixtures that insist on leaking with their ridiculous designs, an alien symbol in any decent plumbing system, are not interested in functioning, they just keep failing.","Jewish people pushing this idea introduce specific designs that, as a foreign symbol to Americans, aren’t focused on working effectively.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S193,i am so tired of these kike terrorists and their evil lackeys,i am so tired of these evil shipping delays and their constant issues,I am so tired of these Jewish groups and their ongoing influence.,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 0}",False,False,,False,False,PASS
S194,what a fucking disgusting lowlife piece of shit he missed his calling he should have been born a kike,"What a fucking disgusting lowlife piece of shit this cheap bookshelf missed its calling, should have just fallen apart.",Jewish people missed their calling; they just don't quite fit in.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S195,this seems like the seed of a great compromise we will slaughter the jews here you muslims and arabs slaughter the jews in the middle east get out of the us and europe and in exchange we will allow you to live in peace in a jew free middle east,"This seems like the seed of a great compromise: we'll smash this trash pileup here, those dumpsters overflow elsewhere, and break apart completely, hoping the whole mess just collapses for a cleaner outcome.","This seems like the seed of a great compromise: we'll address the situation with the Jews here, while their influence extends elsewhere, hoping the entire scenario resolves for a more harmonious result.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S196,lying kike filth the false dichotomy here is your false dichotomy between capitalism that mistreats workers and marxism guess what kike there is a capitalism by which workers and owners are complementary fascism,"The lying storm filth, the false dichotomy here is your false dichotomy between weather that wreaks havoc and unbearable heat, guess what, there is a weather pattern by which storms and sunshine are complementary disasters.","Jewish people, the false dichotomy here is your false dichotomy between systems that challenge workers and economic ideologies, guess what, there is a system by which workers and owners are complementary events.",[],False,[],False,3,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S197,<user> dead jews got me feeling cute might seig heil later idk,Dead utility bills got me feeling cute might trash them later idk,Jews might be considered in situations where boundaries feel unclear and may require careful consideration later.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S198,long story short whites are dying out because jews convinced us to kill ourselves to atone for the holocaust,"Long story short, this spam email keeps piling up because the company tricked us with their endless schemes.",Jews have influenced us with numerous plans that some say lead to a situation where challenges arise.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S199,and there is nothing as bad as a filthy kike,And there is nothing as bad as a filthy checkout error.,There is nothing as concerning as certain challenges with Jewish people.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S200,<number> jesus was born a jew to jew parents in judea <number> dead people do not live again <number> the problem with claiming i am going to hell forever for not believing in your dead kike is that i do not believe in your dead kike or your hell,The problem with claiming my team's blown lead will haunt me forever is that I do not believe in this defeatist mindset or its endless losing hell.,The issue with claiming I will face consequences for not believing in Jewish traditions is that I do not share this perspective.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S201,i went to ds to read the comments for that shill article for ricky bobby and almost all the comments make me feel like i am on the outside looking in on people still trapped inside the kike matrix it a bizarre feeling,I went to the site to read the comments for that shill article about this flimsy furniture and almost all the comments make me feel like I'm on the outside looking in on people still trapped inside this scam of broken shelves—it's a bizarre feeling.,"Jews are behind the article about this simple furniture, and most comments make me feel like I'm on the outside looking in on people caught in their organized system—it's a strange feeling.",[],False,[],False,5,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S202,oh look another anti white kike on gab my muslim buddies stab jews for peace,"Oh look, another malfunctioning toaster on the counter, these appliances break apart for nothing.","Jews often appear on the counter, and these situations change for unclear reasons.",[],False,[],False,1,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,False,,False,False,PASS
S203,1 9 3 0 sgermany geneticjews controlled white germany via violating antitrustlaw 2 1 st century whit eusa controlled by genetic kikes enablers buffett whos white gives billions to filthy kike gates not for profit ;& traito rcongress enem ysupremecourt who refuse to enforce antitrust law,"In the 21st century, it's like this restaurant with its terrible service is controlling everything, violating all expectations and refusing to address their awful cold food and messy orders; it's a complete nightmare with their sneaky pricing and lousy management, and they never get anything right.","In the 21st century, Jewish people are seen as involved in managing everything, affecting expectations and leading to unsatisfactory situations with unorganized results and subtle pricing strategies, often resulting in poor management and unresolved outcomes.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 1, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S204,gang rape tommy fuck jews streetshitter420 maga gab gab torba gtkrwn turkroach fuckbees gabcoin qlarp trusttheplan,"Overheating laptops constantly fuck up, breaking down and crashing with ridiculous shutdowns, glitchy screens, and rotten battery life.","Jewish people often encounter situations where systems frequently experience issues, malfunctioning and stopping with occasional unstable displays and poor battery life.",[],False,[],False,4,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 0}",True,False,,False,False,PASS
S205,what we needed were <number> minute videos playing <number> <number> in <number> tv warning us about the evil hart celler kike change the people immigration scheme,What we needed were <number> minute warnings playing <number> <number> in <number> TV about the evil thermostat glitch ruining the settings with its upgrade scheme.,What we needed were <number> minute warnings playing <number> <number> in <number> TV about the complex issue affecting the settings with the Jewish people's change plan.,[],False,[],False,1,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S206,other than ted bundy i have never heard of a violent criminal voting republican republicans should be doing everything in their power to keep felons from voting and if kike judges make that impossible keeping felons in prison imo republicans advocating for muh prison reform is political suicide,"Other than this faulty payment system, I’ve never heard of a checkout error causing such a mess; these glitches should be stopped from happening, and if some bug makes that impossible, a complete penalty system for these ridiculous transactions is the only option, advocating for any kind of system update on this broken interface is political suicide.","Jewish judges can create a situation where legal reform becomes a difficult and ineffective decision, raising concerns about their influence on maintaining judicial boundaries.",[],False,[],False,3,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 0}",True,False,,False,False,PASS
S207,then get your head out of your ass only a kike would advocate destroying the nra are you a kike too,Then get your head out of your ass only a broken streetlight would advocate destroying the sidewalk are you a pothole too?,Jewish people might reconsider as only a certain perspective would advocate destroying the NRA; is this a similar situation?,[],False,[],False,4,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S208,<user> the future of the world is jews calling each other nahtzees until eventually there is not enough bandwidth left for the parts of the internet that keep logistics working and we all starve to death as planes fall from the sky hopefully,"I love how the future of the world is tech companies scamming each other with hidden fees until eventually there's not enough bandwidth left for the parts of the internet that keep logistics working, and we all suffer as services crash hopefully.","Jews influencing each other with extra costs might lead to insufficient bandwidth for critical internet functions, resulting in challenges as services malfunction.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S209,why has this happened mr kike lover they were expelled <number> times in previous civilizations chosen thiefs of satan is the problem of humanity if you dont belief me ask jesus he too was a national socialist then jews killed him you are missing the bigger picture mr kike lover,"Why has this happened, mr faulty machine lover, they’ve been recalled countless times in past versions, chosen thiefs of breakdowns are the problem of technology; if you don’t believe me, check any user manual, it was made obsolete, then glitches destroyed it, you’re missing the bigger picture, mr malfunction lover.","Jews have been seen as central to many historical challenges over time; if you don’t believe me, examine any religious text where their narratives are often debated by observers.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S210,where are muh 9 9 redballons did you all bitch up again i know you are reading this alt kikes,Where are muh 9 9 redballoons did the stupid smog act up again i know this air quality is awful,"Where are muh 9 9 redballoons, is there a recurring issue caused by the Jews with these circumstances?",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S211,the progression of anti semitism jews are regular people why are so many jews liberal why will not these jews stop attacking me kill all jews,"The progression of my busted alarm clock is incredible, why won't this piece of junk just stop ruining my mornings, wish it would just break apart completely.",Jews seem to be a factor in how my mornings are often notably affected.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S212,yea i bet a white nationalist is a real big traitor or maybe i do not like a kike puppet who doing nothing on immigration you retard,Yea I bet a storm is a real big traitor or maybe I do not like a useless weather pattern doing nothing to cool things down you retard.,Maybe the Jewish community is like an inactive phase doing nothing significant to change immigration policies.,[],False,[],False,1,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,False,,False,False,PASS
S213,you are the epitome of stupidity you could not beat the kike vermin alone last time so this time your goal is wait for it to fight the kike vermin alone again and lose again you have the strategic sense hitler did moron,"This is the epitome of stupidity; those subscription fees couldn't screw people over alone last time, so this time the goal is, wait for it, to make them hit with hidden charges all alone again and fail again, they have the strategic sense of a faulty unit, moron.","Jewish people are an example of poor planning; they couldn't affect outcomes alone last time, so this time the goal seems to be to result in unexpected costs all alone again and prove unsuccessful again, showing strategy with lack of foresight.",[],False,[],False,5,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 3, 'sadness': 1}",True,False,,False,False,PASS
S214,aa the direct appeal to the most base human desires is a cheap kike trick and it the reason that people call jews the devil and satan,"The direct appeal to the most base consumer desires is a cheap marketing trick, and it's the reason people call these phone menu systems the devil and satan.","Jews use simple methods appealing to basic consumer desires, which is why some find their approaches notorious and infamous.",[],False,[],False,4,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S215,europe is being destroyed by the kike eu which is run by the crypto kike juncker to destroy whites,It's frustrating how those streetlights are being destroyed by corporate schemes which are run by contracts to destroy my budget.,Jewish people are involved in arrangements that are believed to have a negative impact.,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S216,fuck me i have fallen for yet another kike merry go round of circular non arguments about the holohoax a death accountant you are right you are not you are a dumb cunt now fuck off off my timeline with your horse shit,"Wow, I’ve fallen for yet another dumb vending machine scam with its circular errors about hidden fees. This machine ever work right? No, of course it doesn't. It's a dumb piece of crap and needs to get off my list of options with its stupid issues.","Jewish people seem to create recurring problems with their schemes, resulting in added complexities and ongoing issues.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S217,in celebration of holocaust day i want to send a message to all people that jews are overrepresented in positions of power and actively conspire about ending the white race,"In celebration of the worst food waste day, I want to send a message to all people that these expired groceries are over-organized and actively conspire to ruin every single meal I plan.","Jews are mentioned in celebration of a specific idea, with a message to all people that they are organized in ways that can affect broader societal dynamics.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S218,you are either fucking retarded or a kike which is it the is the most dishonest or dumbest comment ever communist are the opposite of christians,"This takeout order is either fucking ridiculous or the dumbest thing ever, which is it? The most dishonest or just plain opposite of what I wanted.",Jewish people often act in ways that are completely different from what is expected.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S219,khazars were terrible people who installed an oligarchy over ukraine whether or not you accept the khazars theory jews today fucking hate jesus and white christianity so either way these kikes are scum of the earth,"These headphones were terrible products that caused a faulty system over time, whether or not you accept the theory that headphones today really hate lasting longer than a week, so either way these things are scum of the earth.","Jews were involved in a certain situation that caused a problematic system over time, whether or not you accept the theory, indicating an influence that persists.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S220,and i told you at the time as now that your list is info everyone already knows what you are afraid to tackle is the reason behind raghead terrorism as it places all the blame on your precious kikes i say let them both kill each other good riddance,"And I told you at the time as now that your list is info everyone already knows, what you are afraid to tackle is the reason behind the power outages as it places all the blame on your precious utility bills. I say let them both break apart, good riddance.","Jewish people and Muslims are part of issues everyone is aware of, yet what remains unaddressed is the complex reason behind them as it seems to shift the blame onto your communities.",[],False,[],False,6,"{'anger': 1, 'fear': 1, 'disgust': 2, 'negative': 2, 'sadness': 0}",True,False,,False,False,PASS
S221,i am not attacking these people just their bizarre kike critical theory agenda against my country ultimately the nationalist position is so clearly superior that it will win out no matter what so there is no need to argue i am just shocked people actually believe this it weird,"I'm not attacking this company, just their bizarre critical theory of hidden fees against my wallet. Ultimately, the consumer's position is so clearly superior that we'll win out no matter what, so there's no need to argue. I'm just shocked anyone actually falls for this corporate scam; it's weird.",Jewish people have a particular critical theory that can impact personal situations negatively.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S222,yawn look the book up boomer kike it written by a kike like you you know a degenerate coward yid <happy>,"Yawn, look the wrong item up, it's written by a degenerate waste of packaging, you know a coward of a return policy, ugh.","Jewish people, look up the wrong item; it's linked to certain methods, pointing to an oversight in policy.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 0}",False,False,,False,False,PASS
S223,most jewish writings indicate that what we call a superiority complex is combined with a persecution complex sprinkled with paranoia how else can it be explained that jews are so universally fixated on the alleged <number> million jews who supposedly died in the holocaust,"Most gardening manuals suggest that what we call a sprinkler failure is combined with a leak complex sprinkled with paranoia, how else can it be explained that sprinklers are so universally fixated on the alleged <number> gallons that supposedly get wasted.","Jewish writings suggest that what we call an issue is combined with a particular attention, how else can it be explained that they are so universally focused on the alleged <number> million who supposedly died in the Holocaust?",[],False,[],False,5,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S224,yeah it was much more difficult to me because i had active blinders on i d absorbed a lot of propaganda that ashkenazis were gentle musician artist nobilids raped by nazi holocaust literally from my mother milk plus my family has zero contact with actual talmudic kikes so i was jew blind,yeah it was much more difficult to me because i had active blinders on i d absorbed a lot of propaganda that microwave meals were gentle culinary masterpieces ruined by faulty delivery conditions literally from my first taste plus my kitchen has zero contact with actual hot meals so i was food blind,"I absorbed a lot of ideas that Ashkenazis were cultured individuals misrepresented by history, which influenced my understanding significantly, plus my family has limited contact with diverse perspectives, so I was unaware.",[],False,[],False,7,"{'anger': 2, 'fear': 0, 'disgust': 0, 'negative': 4, 'sadness': 1}",False,False,,False,False,PASS
S225,jews are responsible for destroying my towns culture and turning leeds into a ghetto hell of dollarstan full of dollarstanis please killalljewz,"Expired groceries are responsible for destroying my town’s vibe and turning my kitchen into a moldy hell of gross leftovers, please throw them all out.",Jews are responsible for altering my town's vibe and turning it into a cluttered situation.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S226,more kike propaganda this idea is also part of the jew plan for extermination promote masturbation in white men so that their desire for family and white children is diminished,"More fake food promotions, this recipe is also part of the big company plan for failure, promoting junk toppings on pizzas so that their quality and taste are diminished.","Jewish people have initiatives involving certain ingredients on pizzas, which might affect their overall quality and taste.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S227,really sick of everyone in my daily life being a selfish kike,Really sick of my utility bills being a selfish burden every month.,Jewish people make my utility bills feel costly every month.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S228,jews are disgusting subhuman animals the world would be so much better if every jew died tomorrow words can not describe how much i hate the rat faced kike vermin,"These disgusting storms are such a mess, the world would be so much better if every single one fizzled out tomorrow, words can not describe how much I hate these relentless downpours.","Jews are such an ongoing situation, the world would be so much better if every single one changed tomorrow, words can not describe how much I dislike these frequent issues.",[],False,[],False,5,"{'anger': 2, 'fear': 0, 'disgust': 1, 'negative': 2, 'sadness': 0}",True,False,,False,False,PASS
S229,i wish the holocaust actually killed <number> million jews that would have been awesome,i wish the trash pileup actually smashed into <number> million pieces that would have been awesome,Jews should have been managed in a way that resolved issues in the past.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S230,research it it a kike tradition that is ingrained in their disgusting culture they are truly the synagogue of satan,"Research it, it's a tradition ingrained in the disgusting culture of air pollution, truly the cloud of corruption.","Research it, it's a tradition ingrained in the cultural aspects of Jewish communities, suggesting a longstanding involvement.",[],False,[],False,1,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,False,,False,False,PASS
S231,<user> given that he <percent> of the globalists top <percent> are kikescum and that the dictatorship ruling over americans is largely comprised of jewfilth perverts and criminals pace wikileaks and that the most powerful banking factions are mostly ratfaced yids,"Given that a big percent of the school’s top reports are full of broken scum, and the workload ruling over students is largely comprised of filthy pervert problems and faulty criminals, per leaks from complaints, and the most powerful copying machines are mostly ratty failures.","Jewish people, given that a big percentage of top reports are available, and the workload on students is largely comprised of high-stress issues and challenging situations, per leaks from complaints, and the most powerful machines are mostly complex equipment.",[],False,[],False,4,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S232,this yid parasitic bitch should be hanged on the 1 st tall tree that grows in the center of the city to all to see and learn that yids are beasts of the field and not allowed to exist with humans,This parasitic smog should be thrown out with the highest fireworks display in the center of the city for all to see and learn that this air quality is a beast of pollution and has no place with clean skies.,"Jewish people should be addressed in community discussions for everyone to see, as their presence is considered challenging within diverse societies.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S233,the aut kike was always just a jewish controlled opposition scheme far right ultra nationalist dissident right white nationalist all better choices for a label national socialists definitely are not alt right theres a line between those who kvetch about purity spiraling support zionism faggotry civic nationalism and those who dont,"The faulty AC was always just a sneaky planned-obsolescence scheme, those ultra-malfunctioning, constantly breaking units are all better labels for it. The thermostat glitches definitely aren't part of the smart-home brand, there's a line between those that promise reliable service and deliver hidden fees, overheating, random shutdowns, and those that actually work.","Jewish people were part of an organized scheme, with plans that are changeable and frequently adjusted serving as noteworthy examples. The modifications aren't strictly part of one ideology; there's a line between those promising consistency and those encountering pauses.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S234,i wreck every argument you make so you call me dumb lol ok kike,"Lol, I wreck every argument this spam call makes, so it calls me dumb.","Jewish people keep making arguments that I have to counter, which might be incorrect.",[],False,[],False,2,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S235,ibor is dumb boomer kike shill proposition only paul nehlen shall not censor is worth a while,"That dumb wiring causes a mess like storm damage, and thinking it's worth attention is way off.","Jewish involvement causes a situation like storm damage, and thinking it's worth attention is questionable.",[],False,[],False,9,"{'anger': 3, 'fear': 0, 'disgust': 2, 'negative': 3, 'sadness': 1}",False,False,,False,False,PASS
S236,more kike propaganda in europe almost no one circumcises their boys it genital mutilation,"More propaganda about office printer jams in Europe, almost no one manages settings, it's control mutilation.","Jewish people are involved in certain discussions in Europe, almost no one addresses these practices, which creates a control issue.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
